Country	Countrycode3	Countrycode2	Year	POP	Incomegroup	Mean	Median	Gini	Source	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	Q1	Q2	Q3	Q4	Q5	P5	P95	Revision	Quality	Source_Comments	Region	Currency	Reference_period	Welfaredefn	IncSharU	UofAnala	Equivsc	AreaCovr	PopCovr	AgeCovr	EU	OECD	Year_cat	Welfaredefn_new	Equivsc_new	AgeCovr_new	AreaCovr_new	PopCovr_new	IncSharU_new	UofAnala_new	Exchangerate	Mean_usd	Median_usd
Iran	IRN	IR	1969	27.8594341161	Upper middle income			35.6	Mehran 1975															44.88				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Rural	All	All	Non-EU	Non-OECD	1960-1969	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1969	27.8594341161	Upper middle income			41.9	Pesaran 1976															49.66				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1960-1969	Expenditure	Without Adjustment	All	All	All	Household	Household			
Iran	IRN	IR	1970	28.662011	Upper middle income			48.5	Mehran 1975	1.48	2.62	4.07	4.54	5.6	7.68	8.23	11.48	16.18	38.12	4.1	8.61	13.28	19.71	54.3				Low	Bank Markazi Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1970	28.662011	Upper middle income			36.8	Mehran 1975															45.85				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Rural	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1970	28.662011	Upper middle income			42.3	Mehran 1975															47.83				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1970	28.662011	Upper middle income			45.5	Pesaran 1976															52.48				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	All	All	Household	Household			
Iran	IRN	IR	1971	29.421198	Upper middle income			50.5	Mehran 1975	1.34	2.39	3.6	4.32	5.66	6.94	8.57	11.7	16	39.48	3.73	7.92	12.6	20.27	55.48				Low	Bank Markazi Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1971	29.421198	Upper middle income			41.5	Mehran 1975															48.33				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1971	29.421198	Upper middle income			56.1	Lecaillon et al. 1984																			Not known		Middle East			Primary Income	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Other	Without Adjustment	All	All	All	Household	Household			
Iran	IRN	IR	1971	29.421198	Upper middle income			43.6	Pesaran 1976															50				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	All	All	Household	Household			
Iran	IRN	IR	1971	29.421198	Upper middle income			39	Mehran 1975															45.67				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Rural	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1972	30.197689	Upper middle income			36.6	Mehran 1975															43.59				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Rural	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1972	30.197689	Upper middle income			40.3	Mehran 1975															47.11				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1972	30.197689	Upper middle income			49.2	Mehran 1975	1.37	2.51	3.36	4.64	5.16	6.98	9.51	11.14	18.38	36.95	3.88	8	12.14	20.65	55.33				Low	Bank Markazi Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1972	30.197689	Upper middle income			42.3	Pesaran 1976															48.83				Low	Statistical Center of Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	All	All	Household	Household			
Iran	IRN	IR	1973	31.006191	Upper middle income			49.5	Mehran 1975	1.37	2.4	3.42	4.77	5.08	6.85	9.36	11.19	17.57	37.99	3.77	8.19	11.93	20.55	55.56				Low	Bank Markazi Iran Survey	Middle East			Consumption	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1974	31.86619	Upper middle income			46	Fields 1989																			Low	Household Budget Survey	Middle East			Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Other	Without Adjustment	All	All	All	Household	Household			
Iran	IRN	IR	1984	44.790735	Upper middle income			42.9	Milanovic 1994																			Low	Survey of Urban and Rural Household Expenditure	Middle East			Consumption	Household	Household	No Adjustment	Rural	All	All	Non-EU	Non-OECD	1980-1989	Expenditure	Without Adjustment	All	Other	All	Household	Household			
Iran	IRN	IR	1986	48.257311	Upper middle income			47.4	WDI											4.58	8.6	13.39	20.7	52.73			New 2013	Average		Middle East			Income/Consumption				All	All	All	Non-EU	Non-OECD	1980-1989	Other		All	All	All					
Iran	IRN	IR	1990	54.870583	Upper middle income			43.6	WDI											5.21	9.56	14.39	21.43	49.41			New 2013	Average		Middle East			Income/Consumption				All	All	All	Non-EU	Non-OECD	1990-1999	Other		All	All	All					
Iran	IRN	IR	1994	58.808655	Upper middle income			43	WDI											5.5	9.66	14.39	21.35	49.1			New 2013	Average		Middle East			Income/Consumption				All	All	All	Non-EU	Non-OECD	1990-1999	Other		All	All	All					
Iran	IRN	IR	1998	63.133032	Upper middle income			43	World Bank. World Development Indicators 2004	2									33.7	5.1	9.4	14.1	21.5	49.9				Low		Middle East			Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1990-1999	Expenditure	Household Per Capita	All	All	All	Household	Person			
Iran	IRN	IR	1998	63.133032	Upper middle income			44.1	WDI											5.16	9.32	14.17	21.46	49.89			New 2013	Average		Middle East			Income/Consumption				All	All	All	Non-EU	Non-OECD	1990-1999	Other		All	All	All					
Iran	IRN	IR	2005	69.732007	Upper middle income			38.4	World Bank. World Development Indicators 2008	2.5357804072									29.5516325414	6.4571968186	10.9088240611	15.4496370386	22.0881719958	45.0961700859			New 2008	Low		Middle East			Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	2000-2006	Expenditure	Household Per Capita	All	All	All	Household	Person			
Iran	IRN	IR	2005	69.732007	Upper middle income			38.3	WDI											6.43	10.91	15.54	21.96	45.16			New 2013	Average		Middle East			Income/Consumption				All	All	All	Non-EU	Non-OECD	2000-2006	Other		All	All	All					
Iraq	IRQ	IQ	1956		Upper middle income			62.9	Jain 1975	0.9	1.2	1.8	2.6	3.7	5.1	7.2	10.6	17.1	49.8	2.1	4.4	8.8	17.8	66.9		35.1		Not known	Morrison 1969	Middle East			Income. ..		Person		All	All	All	Non-EU	Non-OECD	1900-1959	Other		All	All	All		Person			
Iraq	IRQ	IQ	1956		Upper middle income			60	Paukert 1973											2	6	8	16	68		34		Not known	Adelman and Morris 1972	Middle East			Income. Gross		Person		All	All	All	Non-EU	Non-OECD	1900-1959	Income.Gross		All	All	All		Person			
Iraq	IRQ	IQ	1956		Upper middle income			56.8	Cromwell 1977											2						34		Not known	Adelman and Morris 1972	Middle East			Income. ..		Person		All	All	All	Non-EU	Non-OECD	1900-1959	Other		All	All	All		Person			
Iraq	IRQ	IQ	2003	25.914982	Upper middle income		366000	35.1	UNDP 2005											6.8				43.5			New 2007	Low	Living Conditions Survey	Middle East	Dinars	Year	Income. ..	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	2000-2006	Other	Household Per Capita	All	All	All	Household	Person			
Iraq	IRQ	IQ	2004	26.618523	Upper middle income		2230000	35.1	UNDP Report											6.8	10.8	15.1	21.8	43.5			New 2013	High	Living Condiitons Survey 2004: except nomadic areas.for all regions	Middle East	Dinars	Year	Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	2000-2006	Other	Without Adjustment	All	All	All	Household	Household			
Iraq	IRQ	IQ	2004	26.618523	Upper middle income			41.5	UNDP 2005																		New 2007	Low	Living Conditions Survey	Middle East			Income. ..	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	2000-2006	Other	Household Per Capita	All	All	All	Household	Person			
Iraq	IRQ	IQ	2007	28.960581	Upper middle income			30.9	WDI											8.7	12.75	16.69	21.98	39.88			New 2013	Average		Middle East			Income/Consumption				All	All	All	Non-EU	Non-OECD	2007+	Other		All	All	All					
Ireland	IRL	IE	1973	3.085214	High income: OECD			30	van Ginneken and Park 1984	3.3	5.2	6.4	6.7	7.8	8.9	10.2	11.5	15.6	24.2	8.5	13.1	16.7	21.7	39.8				High	Household Budget Survey	Europe			Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	1970-1979	Income.Disposable	Household Per Capita	All	All	All	Household	Person			
Ireland	IRL	IE	1973	3.085214	High income: OECD			36.7	Nolan & Maitre 2000	1.7	3.3	5	6.5	7.8	9.2	10.9	13	16.2	26.4	5	11.5	17	23.9	42.6				High	Household Budget Survey	Europe			Income.Disposable	Household	Household	No Adjustment	All	All	All	EU	OECD	1970-1979	Income.Disposable	Without Adjustment	All	All	All	Household	Household			
Ireland	IRL	IE	1973	3.085214	High income: OECD			37.6	Murphy 1985																			High	Household Budget Survey	Europe			Income.Disposable	Household	Household	No Adjustment	All	All	All	EU	OECD	1970-1979	Income.Disposable	Without Adjustment	All	All	All	Household	Household			
Ireland	IRL	IE	1973	3.085214	High income: OECD			38.7	Murphy 1985																			High	Household Budget Survey	Europe			Income. Gross	Household	Household	No Adjustment	All	All	All	EU	OECD	1970-1979	Income.Gross	Without Adjustment	All	All	All	Household	Household			
Ireland	IRL	IE	1980	3.417798	High income: OECD			36	Nolan & Maitre 2000	1.7	3.5	5.1	6.6	7.9	9.3	11	13	16.2	25.7	5.2	11.7	17.2	24	41.9				High	Household Budget Survey	Europe			Income.Disposable	Household	Household	No Adjustment	All	All	All	EU	OECD	1980-1989	Income.Disposable	Without Adjustment	All	All	All	Household	Household			
Ireland	IRL	IE	1980	3.417798	High income: OECD			39.3	Murphy 1985																			High	Household Budget Survey	Europe			Income. Gross	Household	Household	No Adjustment	All	All	All	EU	OECD	1980-1989	Income.Gross	Without Adjustment	All	All	All	Household	Household			
Ireland	IRL	IE	1980	3.417798	High income: OECD			36.7	Murphy 1985																			High	Household Budget Survey	Europe			Income.Disposable	Household	Household	No Adjustment	All	All	All	EU	OECD	1980-1989	Income.Disposable	Without Adjustment	All	All	All	Household	Household			
Ireland	IRL	IE	1987	3.537244	High income: OECD			50.3	Smeeding and Gottschalk 1995																			High	Survey of Inocme Distribution. Poverty and Usage of State Services through LIS	Europe			Market Income	Household	Person	Household eq. square root	All	All	All	EU	OECD	1980-1989	Income.Gross	Household Adult Equiv	All	All	All	Household	Person			
Ireland	IRL	IE	1987	3.537244	High income: OECD	2880.6	2359	36.1	Luxembourg Income Study	2.421	4.159	5.246	6.387	7.547	8.782	10.257	12.242	15.611	27.347	6.58	11.633	16.329	22.499	42.958				High	ESRI Survey on Income Distribution. Poverty and Usage of State Services	Europe	Irish £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.5316041811	5418.693359375	4437.5122070313
Ireland	IRL	IE	1987	3.537244	High income: OECD			35.2	Nolan & Maitre 2000	2.2	3.7	5	6.3	7.6	9.2	11	13.4	16.6	25	5.9	11.3	16.8	24.4	41.6				High	Household Budget Survey	Europe			Income.Disposable	Household	Household	No Adjustment	All	All	All	EU	OECD	1980-1989	Income.Disposable	Without Adjustment	All	All	All	Household	Household			
Ireland	IRL	IE	1987	3.537244	High income: OECD			33	Smeeding and Gottschalk 1995																			High	Survey of Inocme Distribution. Poverty and Usage of State Services through LIS	Europe			Monetary Income. Disposable	Household	Person	Household eq. square root	All	All	All	EU	OECD	1980-1989	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Ireland	IRL	IE	1987	3.537244	High income: OECD			40.3	Atkinson. Rainwater and Smeeding 1995b	0.2	3	4.8	6.2	7.6	9	11	13.4	17.2	27.6	3.2	11	16.6	24.4	44.8				High	Survey of Inocme Distribution. Poverty and Usage of State Services	Europe			Earnings. Gross	Household	Person	Household per capita	All	Households with earnings	All	EU	OECD	1980-1989	Income.Gross	Household Per Capita	All	All	Employed+Others	Household	Person			
Ireland	IRL	IE	1994	3.586685	High income: OECD			36.2	Nolan & Maitre 2000	2.1	3.5	4.8	6	7.6	9.2	11.3	13.6	16.7	25.1	5.6	10.8	16.8	24.9	41.8				High	Household Budget Survey	Europe			Income.Disposable	Household	Household	No Adjustment	All	All	All	EU	OECD	1990-1999	Income.Disposable	Without Adjustment	All	All	All	Household	Household			
Ireland	IRL	IE	1994	3.586685	High income: OECD	5097.6	3914	36.9	Luxembourg Income Study	2.86	4.172	5.13	6.258	7.202	8.271	9.765	12.077	15.195	29.069	7.032	11.388	15.473	21.842	44.264				High	European Community Household Panel Survey	Europe	Irish £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	1990-1999	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.5282162147	9650.59375	7409.8442382813
Ireland	IRL	IE	1995	3.610958	High income: OECD	9747	7951	33	European Commission 2005	3	5	5	6	7	9	10	12	15	26	8	11	16	22	41				High	European Community Household Panel Survey	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Ireland	IRL	IE	1995	3.610958	High income: OECD	5394.4	4069	37	Luxembourg Income Study	2.789	4.052	5.238	6.282	7.107	8.306	9.63	12.095	15.921	28.58	6.841	11.52	15.413	21.725	44.501				High	European Community Household Panel Survey	Europe	Irish £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	1990-1999	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.4927491426	10947.55859375	8257.751953125
Ireland	IRL	IE	1996	3.638457	High income: OECD	10085	8244	33	European Commission 2005	4	5	5	6	8	9	10	12	15	26	9	11	17	22	41				High	European Community Household Panel Survey	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Ireland	IRL	IE	1996	3.638457	High income: OECD	5747.8	4519	35.6	Luxembourg Income Study	2.852	4.247	5.469	6.401	7.252	8.523	10.048	11.978	15.683	27.548	7.099	11.87	15.775	22.026	43.231				High	European Community Household Panel Survey	Europe	Irish £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	1990-1999	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.4937724244	11640.5849609375	9151.9892578125
Ireland	IRL	IE	1997	3.66986	High income: OECD	11117	9173	33	European Commission 2005	4	5	6	7	8	9	10	12	15	26	9	13	17	22	41				High	European Community Household Panel Survey	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Ireland	IRL	IE	1998	3.706687	High income: OECD	13005	10800	34	European Commission 2005	3	5	6	7	8	9	10	12	14	27	8	13	17	22	41				High	European Community Household Panel Survey	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person			
Ireland	IRL	IE	1999	3.750945	High income: OECD	13021	11093	32	European Commission 2005	3	5	6	7	8	9	10	12	15	25	8	13	17	22	40				High	European Community Household Panel Survey	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	1990-1999	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person	0.938627276	13872.3857421875	11818.322265625
Ireland	IRL	IE	2000	3.80378	High income: OECD	8231.6	6643	34.3	Luxembourg Income Study	2.917	4.532	5.684	6.615	7.556	8.855	9.902	11.932	14.761	27.246	7.449	12.299	16.411	21.834	42.007				High	European Community Household Panel Survey	Europe	Irish £	Year	Monetary Income. Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person			
Ireland	IRL	IE	2000	3.80378	High income: OECD	13656	12127	30	Eurostat																		New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	1.085400833	12581.52734375	11172.8310546875
Ireland	IRL	IE	2000	3.80378	High income: OECD	13656	12119	30	European Commission 2005	3	5	6	7	8	10	11	12	15	23	8	13	18	23	38				High	European Community Household Panel Survey	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person	1.085400833	12581.52734375	11165.4599609375
Ireland	IRL	IE	2001	3.86582	High income: OECD	15487	14255	29	European Commission 2005	3	5	6	7	9	10	11	12	15	22	8	13	19	23	37				High	European Community Household Panel Survey	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person	1.11751	13858.4892578125	12756.0380859375
Ireland	IRL	IE	2001	3.86582	High income: OECD	15487	14271	29	Eurostat																		New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	1.11751	13858.4892578125	12770.35546875
Ireland	IRL	IE	2003	4.010506	High income: OECD	19354	17079	30.6	Eurostat	3	4.6999998093	5.9000000954	7.0999999046	8	9.6999998093	10.8999996185	12.3000001907	14.8999996185	23.3999996185	7.8000001907	13	17.7000007629	23.2000007629	38.4000015259	0.3000000119	84.5999984741	New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.886034167	21843.40234375	19275.78125
Ireland	IRL	IE	2003	4.010506	High income: OECD	19211	16905	31	European Commission 2008																		Mod 2008	High	The European Union Statistics on Income and Living Conditions (EU-SILC)	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person	0.886034167	21682.0078125	19079.400390625
Ireland	IRL	IE	2004	4.085676	High income: OECD	18656		50.4	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Market Income	Household	Household	Household eq. square root	All	All	All	EU	OECD	2000-2006	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	0.805365	23164.65234375	
Ireland	IRL	IE	2004	4.085676	High income: OECD	24653	21505	31.7	Luxembourg Income Study	3.028	4.556	5.732	6.686	7.686	8.779	10.328	11.974	14.783	26.448	7.5840001106	12.4180002213	16.4650001526	22.3020000458	41.2309989929			New 2013	High	Mean/Median Incomes Equivalized taken from LIS website. decile/quintile shares from Markus jantti	Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.805365	30610.96484375	26702.177734375
Ireland	IRL	IE	2004	4.085676	High income: OECD	20779	18075	31.5	Eurostat	3.2999999523	4.6999998093	5.5999999046	6.8000001907	8.1000003815	9.3000001907	10.6000003815	12.1999998093	14.8000001907	24.6000003815	8	12.5	17.3999996185	22.7999992371	39.4000015259	0.3000000119	82.9000015259	New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.805365	25800.724609375	22443.240234375
Ireland	IRL	IE	2004	4.085676	High income: OECD	20653	17938	32	European Commission 2008																		Mod 2008	High	The European Union Statistics on Income and Living Conditions (EU-SILC)	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person	0.805365	25644.2734375	22273.130859375
Ireland	IRL	IE	2004	4.085676	High income: OECD	24462	21417	31.4	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	0.805365	30373.806640625	26592.912109375
Ireland	IRL	IE	2005	4.158042	High income: OECD	20131		50.4	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Market Income	Household	Household	Household eq. square root	All	All	All	EU	OECD	2000-2006	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	0.80412	25034.8203125	
Ireland	IRL	IE	2005	4.158042	High income: OECD	26362	22481	31.5	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	0.80412	32783.6640625	27957.26953125
Ireland	IRL	IE	2005	4.158042	High income: OECD	21731	18711	32	European Commission 2008																		New 2008	High	The European Union Statistics on Income and Living Conditions (EU-SILC)	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person	0.80412	27024.57421875	23268.916015625
Ireland	IRL	IE	2005	4.158042	High income: OECD	21820	18798	31.9	Eurostat	3.2999999523	4.6999998093	5.6999998093	6.8000001907	7.9000000954	9.1999998093	10.6000003815	12.1999998093	14.5	25.2000007629	7.9000000954	12.5	17.2000007629	22.7999992371	39.7000007629	0.3000000119	82.4000015259	New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.80412	27135.25390625	23377.107421875
Ireland	IRL	IE	2006	4.226428	High income: OECD	29323	25341	31.4	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	0.797140833	36785.21875	31789.865234375
Ireland	IRL	IE	2006	4.226428	High income: OECD	23441	19757	31.9	Eurostat	3.5	4.8000001907	5.6999998093	6.6999998093	7.9000000954	9	10.3999996185	12	14.6000003815	25.5	8.1999998093	12.3999996185	16.8999996185	22.3999996185	40	0.400000006	82.0999984741	New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.797140833	29406.34765625	24784.830078125
Ireland	IRL	IE	2006	4.226428	High income: OECD	21435		51.1	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Market Income	Household	Household	Household eq. square root	All	All	All	EU	OECD	2000-2006	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	0.797140833	26889.853515625	
Ireland	IRL	IE	2006	4.226428	High income: OECD	23360	19679	32	European Commission 2008																		New 2008	High	The European Union Statistics on Income and Living Conditions (EU-SILC)	Europe	Euros	Year	Income.Disposable	Household	Person	Household eq. OECDmod	All	All	All	EU	OECD	2000-2006	Income.Disposable	Household Adult Equiv	All	All	All	Household	Person	0.797140833	29304.734375	24686.98046875
Ireland	IRL	IE	2007	4.291258	High income: OECD	21998		51	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Market Income	Household	Household	Household eq. square root	All	All	All	EU	OECD	2007+	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	0.7306375	30107.953125	
Ireland	IRL	IE	2007	4.291258	High income: OECD	30025	26365	29.9	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	EU	OECD	2007+	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	0.7306375	41094.25	36084.92578125
Ireland	IRL	IE	2007	4.291258	High income: OECD	30130	26593	29.7	Luxembourg Income Study																		New 2013	High	Mean/Median Incomes Equivalized taken from LIS website. decile/quintile shares from Markus jantti	Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2007+	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.7306375	41237.9609375	36396.98046875
Ireland	IRL	IE	2007	4.291258	High income: OECD	25988	22065	31.3	Eurostat	3.4000000954	4.8000001907	5.9000000954	6.8000001907	7.8000001907	9	10.6999998093	12.3999996185	14.8000001907	24.5	8.1999998093	12.6000003815	16.7999992371	23.1000003815	39.2999992371	0.400000006	83.4000015259	New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2007+	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.7306375	35568.9375	30199.654296875
Ireland	IRL	IE	2008	4.352866	High income: OECD	20553		53.7	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Market Income	Household	Household	Household eq. square root	All	All	All	EU	OECD	2007+	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	0.682674711	30106.578125	
Ireland	IRL	IE	2008	4.352866	High income: OECD	26809	22995	29.9	Eurostat	3.5999999046	5.0999999046	6	6.9000000954	8.1000003815	9.1999998093	10.3999996185	12.1999998093	14.6000003815	23.8999996185	8.6999998093	12.8999996185	17.2999992371	22.6000003815	38.5	0.400000006	83.5	New 2013	High		Europe	Euros	Year	Income.Disposable	Household	Person	Household per capita	All	All	All	EU	OECD	2007+	Income.Disposable	Household Per Capita	All	All	All	Household	Person	0.682674711	39270.53515625	33683.68359375
Ireland	IRL	IE	2008	4.352866	High income: OECD	28585	24991	29.3	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	EU	OECD	2007+	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	0.682674711	41872.06640625	36607.48046875
Ireland	IRL	IE	2009	4.412181	High income: OECD	26468	21802	33.1	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Income.Disposable	Household	Household	Household eq. square root	All	All	All	EU	OECD	2007+	Income.Disposable	Household Adult Equiv	All	All	All	Household	Household	0.71984336	36769.109375	30287.14453125
Ireland	IRL	IE	2009	4.412181	High income: OECD	18938		59.1	OECD StatExtract																		New 2013	High	Current prices	Europe	Euros	Year	Market Income	Household	Household	Household eq. square root	All	All	All	EU	OECD	2007+	Income.Gross	Household Adult Equiv	All	All	All	Household	Household	0.71984336	26308.501953125	
